X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3;X4;Y4;Z4;X5;Y5;Z5;X6;Y6;Z6;X7;Y7;Z7;X8;Y8;Z8;X9;Y9;Z9;X10;Y10;Z10;X11;Y11;Z11;X12;Y12;Z12;X13;Y13;Z13;X14;Y14;Z14;X15;Y15;Z15;X16;Y16;Z16;X17;Y17;Z17;X18;Y18;Z18;X19;Y19;Z19;X20;Y20;Z20;Position
1,121;-8,275;-3,406;3,478;-7,154;7,819;-5,944;-0,622;-5,436;-7,164;-9,335;-10;-6,143;0,734;2,816;7,209;4,393;9,234;6,955;-1,896;2,562;0,227;-4,194;-2,317;0,102;-2,372;-3,613;-4,901;-1,97;-8,961;-8,088;9,228;9,963;3,511;4,116;4,9;-5,107;8,675;-7,149;5,127;-1,254;-5,064;1,445;7,687;0,427;-9,488;2,93;6,646;-8,193;-2,847;3,817;3,983;3,983;1,017;-0,366;-6,721;-8,013;-9,164;-7,011;4,785;5
-7,508;-9,202;-2,134;2,377;-3,419;3,945;6,868;-0,796;0,192;-8,694;-2,43;8,207;6,664;-5,029;-1,95;1,071;-7,564;0,682;9,196;2,12;-3,936;2,801;-8,624;0,873;-1,104;9,491;8,852;0,708;5,855;0,32;8,709;6,105;6,956;6,142;-7,683;-5,248;-7,2;-1,664;-1,393;-8,108;9,62;-2,212;1,471;-1,391;6,911;7,265;-0,285;1,383;0,346;-8,944;3,589;5,375;-3,926;-9,93;-6,944;3,484;2,562;1,229;-5,586;-1,16;3
5,595;-8,503;-4,532;7,764;-7,029;-3,205;9,894;1,69;-4,696;0,44;-5,01;-4,312;3,741;-2,192;6,568;-8,81;8,297;3,22;-2,671;-9,485;8,942;3,456;-7,078;3,571;4,093;9,798;-7,574;-9,587;-6,043;-0,165;2,184;-7,325;-9,992;9,664;-1,293;-5,077;-3,802;0,97;8,101;-4,13;-3,351;6,901;-9,926;4,057;6,119;7,232;-8,211;3,254;-5,348;4,864;0,671;-8,192;3,112;5,467;1,783;9,112;5,896;-3,873;-3,154;5,015;5
0,534;2,712;-1,122;-9,398;-4,388;2,394;-9,081;4,415;-3,421;2,277;-1,471;6,964;-5,187;-1,678;-5,586;7,059;4,211;7,504;4,174;-0,839;4,557;9,288;4,838;8,397;1,013;-6,921;-0,101;-1,582;-7,178;2,621;-7,278;5,205;3,896;2,042;6,91;1,183;6,423;7,052;7,19;-5,203;-5,387;-5,238;0,773;6,525;9,042;0,054;7,329;9,8;-6,17;2,539;-4,782;-2,805;1,536;9,472;-3,214;-5,484;7,158;4,893;0,494;-6,414;4
0,05;-9,941;-4,628;9,609;-6,049;4,244;4,439;-2,582;3,668;-8,667;6,661;-5,016;6,929;0,592;-4,221;-4,477;-4,556;2,353;-5,691;-8,365;8,647;0,984;-4,462;-6,55;-9,135;1,639;7,681;8,036;6,116;1,113;9,194;-4,344;-2,815;5,723;-1,789;1,541;0,047;-6,998;-3,997;6,725;-3,223;8,886;4,07;-3,405;-4,035;3,336;-6,992;3,374;-4,62;-3,973;5,872;3,914;-3,897;4,336;-3,372;-3,643;1,236;-1,811;-2,494;8,26;2
-2,387;6,165;-4,201;9,753;3,609;2,502;-9,617;8,532;-1,617;4,455;-0,782;-0,894;-7,957;-3,415;5,761;-3,682;1,956;-7,727;4,515;9,284;-7,343;-1,754;8,555;-7,287;6,451;-5,464;1,796;2,449;-6,128;7,564;-0,777;-5,167;2,834;-0,817;-7,508;-2,119;-4,922;-4,034;8,209;4,056;5,682;9,374;-4,29;4,319;6,921;9,79;0,76;-9,741;6,078;-3,876;-5,113;3,049;5,919;-6,81;-7,489;1,42;4,153;-0,438;-6,939;-5,618;5
-9,075;-6,216;6,286;5,729;2,915;8,268;4,728;-2,637;-9,571;-1,753;8,582;-8,822;-5,344;-5,543;6,946;-1,179;-0,525;-4,574;-3,844;2,213;1,724;-7,398;7,977;8,998;-9,042;1,489;1,854;-4,416;2,963;4,951;3,024;5,425;-3,59;4,75;-8,812;-0,896;7,201;3,483;-5,224;3,354;8,472;-7,584;5,257;9,459;-3,168;1,238;-9,584;-9,49;1,713;-2,625;-6,577;-7,652;4,622;-2,365;4,662;-2,448;-1,81;1,564;4,523;9,889;1
9,718;6,2;-7,735;6,646;3,626;-1,46;-8,73;-6,061;1,929;-1,415;8,782;6,894;-0,326;9,084;3,202;2,159;-5,237;8,61;9,085;-2,079;-0,954;-3,492;-2,968;8,03;-5,381;2,126;5,732;-6,688;6,692;-3,361;-5,161;-1,148;-9,832;0,794;8,857;-1,758;7,329;6,176;-8,902;6,882;-1,911;9,682;8,724;5,482;-4,226;-3,248;0,858;-9,417;1,879;7,321;-3,087;7,278;-5,129;0,76;9,963;-5,55;8,16;-9,973;-2,339;8,123;3
-9,969;8,106;-9,215;-5,734;3,013;4,157;-9,365;1,392;-9,274;4,787;-9,726;6,537;2,524;-6,402;2,901;8,046;3,216;-0,244;1,591;1,463;6,074;-0,548;0,651;9,594;9,73;8,152;7,68;-6,64;8,968;7,766;9,236;-8,637;-8,932;-1,054;-3,478;-4,055;4,919;2,681;-2,981;-8,694;0,511;-3,732;6,941;-6,052;6,739;-1,931;-9,048;2,55;5,583;2,421;-3,941;9,669;-8,221;-5,156;-4,643;4,266;-7,135;4,7;3,579;-2,639;3
7,667;5,037;3,58;0,572;3,426;3,842;7,89;0,496;-0,252;8,294;2,001;-2,7;3,521;2,179;7,694;-9,675;6,514;-2,167;4,008;9,955;-2,403;-2,108;3,471;5,281;6,065;5,34;0,417;2,487;1,599;4,352;-2,312;0,523;-2,896;-7,129;0,476;3,547;2,765;0,341;2,015;-0,984;1,652;9,436;1,245;4,409;6,156;8,843;-7,971;7,068;0,721;4,004;2,434;-6,63;8,129;-7,455;-6,834;7,387;7,76;-3,082;4,826;1,027;4
0,014;2,129;-7,563;1,079;-8,294;0,496;4,901;-8,569;-8,861;2,973;7,089;-2,503;-5,3;-1,238;6,657;-3,565;5,381;9,205;5,627;-9,004;0,623;-4,434;2,137;-3,875;7,905;-3,82;5,33;-5,553;9,802;9,004;-3,66;7,482;2,226;7,679;0,74;-3,102;-9,73;-1,848;0,773;-4,8;-3,736;-8,09;-1,603;2,694;-7,681;-2,641;-1,735;1,568;0,043;4,473;4,314;0,388;5,857;-2,49;8,882;-7,95;-9,583;0,343;0,141;-9,33;4
5,738;0,067;5,172;-8,712;8,671;2,64;1,757;-1,215;7,773;-1,922;6,06;5,053;2,675;-6,781;-6,029;1,744;0,163;0,654;9,979;7,256;4,949;9,572;1,419;-2,747;-6,055;2,789;7,315;9,859;-0,359;-4,889;0,619;8,928;2,258;-5,079;2,946;0,509;-5,888;-8,215;-4,808;4,257;5,467;1,232;5,78;0,929;2,019;5,28;-2,754;-7,09;8,773;-1,604;3,074;-0,591;-8,583;-9,812;-3,105;-6,805;6,882;1,424;0,724;7,423;4
8,305;2,289;0,674;5,409;1,751;-3,037;4,58;3,936;-6,964;-5,492;-5,266;0,438;-9,442;-9,64;-3,063;-5,028;3,848;-8,992;-8,104;2,865;9,337;-1,127;-5,945;-2,279;-0,776;2,463;-7,238;4,433;-0,607;2,326;-2,281;8,969;-2,118;0,618;-0,843;-3,943;-5,965;4,539;-6,794;5,538;6,201;-9,647;4,749;2,597;-1,363;6,247;-2,896;-5,951;-2,907;5,677;-1,37;-6,171;5,276;-0,733;5,562;-6,84;-2,029;-7,228;-8,023;5,189;5
8,065;-1,807;2,661;0,512;-8,814;-0,101;8,655;7,235;9,057;7,853;-0,18;-6,727;-6,046;0,205;-3,371;0,349;9,014;0,295;3,686;4,043;-4,411;-0,313;-2,944;8,422;0,163;-6,125;3,489;1,993;-8,609;8,475;1,988;6,392;5,473;-9,047;-5,721;3,335;4,625;8,671;3,018;8,608;1,235;6,983;7,911;8,329;8,226;-0,136;-0,112;-8,789;1,822;0,837;3,275;-5,802;0,477;4,266;-4,012;-4,82;-3,925;0,996;-1,735;-6,715;3
-6,39;-3,145;7,759;-5,359;2,334;-6,24;1,138;6,369;8,993;9,435;8,266;-2,715;8,334;1,409;-1,752;9,006;7,417;0,739;4,052;8,106;4,973;-6,813;7,247;9,189;-9,971;5,731;6,657;-0,825;8,242;-3,132;-3,747;-8,504;-3,004;2,174;4,369;1,204;2,91;3,539;-0,587;-6,948;-0,501;9,031;0,83;2,767;2,584;8,197;-2,94;7,109;4,245;8,76;-4,019;-3,192;-9,756;-7,07;7,653;-1,904;3,01;4,132;-5,757;-9,455;4
-5,001;-3,127;-0,46;8,35;0,266;3,758;-9,036;-1,869;-1,228;0,585;-7,963;-1,256;-4,708;9,327;3,013;3,011;3,496;7,759;-3,316;-3,539;1,491;-7,961;-6,593;-0,518;-6,125;-5,306;6,414;3,543;9,536;-7,642;-5,052;5,539;-3,027;-8,574;-3,137;-8,779;5,212;-5,07;-6,627;-8,267;-7,82;-7,562;9,379;-0,55;0,876;-9,598;9,346;-9,163;-1,833;2,382;9,145;0,34;-2,387;-5,641;-2,981;-6,17;7,547;5,861;-5,335;-2,591;3
3,298;-3,458;-1,835;-7,1;-7,007;3,011;-3,604;9,749;-1,922;-8,864;9,7;-8,156;-1,302;-7,556;9,766;2,798;8,491;-8,225;-2,797;0,784;6,321;-1,585;5,908;-8,985;-0,024;-0,78;-9,243;-8,325;-0,946;-1,627;9,09;-0,198;8,349;-5,788;-7,162;1,666;-0,528;1,958;4,929;0,963;-1,515;5,456;-6,578;-0,366;-4,149;-4,253;2,348;9,826;4,305;-5,462;2,295;-8,452;-7,342;-2,045;4,412;4,537;4,354;5,968;-7,415;3,125;5
-9,707;-5,225;-3,714;-6,542;7,793;9,861;-6,387;3,534;-6,717;-9,529;3,796;-7,226;5,515;-3,637;3,319;0,532;1,183;5,053;-9,176;4,52;1,758;1,036;7,32;-6,765;6,989;7,033;-6,747;3,871;0,317;8,192;-1,696;1,422;-1,072;-9,558;5,28;7,549;9,551;-8,211;9,276;-5,162;4,851;-4,436;7,018;-0,966;3,991;7,8;3,876;-9,228;-7,031;-2,996;5,703;-3,302;5,969;6,782;-0,822;6,467;4,004;-8,481;3,343;-4,577;1
7,265;5,977;-3,874;3,582;-8,353;8,666;-7,342;-3,759;-5,41;-3,901;3;3,929;1,566;-1,285;-7,02;-7,183;4,612;-6,36;-8,358;-5,243;-9,385;9,581;-7,901;7,365;8,843;4,413;0,362;3,833;6,832;6,11;-1,739;7,679;-3,944;3,914;3,066;5,364;4,18;4,506;2,864;-4,372;1,856;-7,956;9,922;-1,445;-1,24;-6,676;9,062;-4,685;-5,771;-6,064;6,563;5,592;-4,942;-1,675;-0,902;5,255;-0,949;-5,825;-5,383;3,221;5
-5,707;5,243;8,682;9,506;2,758;-5,465;-4,356;6,262;8,305;5,29;-0,923;7,758;5,364;4,7;6,845;-5,74;-8,853;7,57;1,034;7,312;-8,03;6,777;2,611;-4,754;4,99;4,408;9,841;9,477;6,764;-8,886;-5,1;-7,269;6,013;6,87;5,553;4,142;6,471;-8,299;-6,123;-1,391;-8,555;-1,162;0,102;1,199;4,388;-2,483;-7,538;-8,309;-1,762;7,492;7,213;-4,983;-6,731;-5,59;-6,286;-8,091;-8,783;-8,579;9,869;-6,206;3
7,342;-3,373;9,584;4,175;-6,378;1,409;-0,711;-2,297;-1,69;-8,772;0,335;5,5;4,413;-9,774;8,258;-9,064;-7,439;-8,694;7,438;4,12;5,187;-9,604;3,61;-6,142;4,957;-3,706;0,452;-3,991;7,576;-3,119;-9,505;0,955;5,678;-0,068;-4,262;2,074;1,815;8,884;1,468;-7,234;4,41;8,678;-7,272;-4,746;-8,888;1,071;6,253;6,758;-9,3;5,431;-4,887;-0,893;6,869;6,594;-7,375;-5,063;6,457;-0,339;8,898;-2,342;4
-2,926;-6,669;2,534;-7,05;4,286;5,271;-3,861;-7,214;-1,973;-3,4;4,083;7,569;-4,888;-7,12;4,398;6,846;1,795;-9,452;2,426;-3,022;-4,104;6,688;-5,73;-9,313;7,06;-6,123;4,162;0,996;4,943;-4,756;-4,471;-6,23;-0,383;-2,646;3,196;0,853;-3,769;-9,948;3,595;2,668;-7,658;0,742;5,75;6,187;-3,215;-6,968;7,793;-7,423;-8,294;5,213;-7,848;-3,525;-1,913;-0,344;-7,777;-7,45;-9,142;-0,041;6,891;-1,339;2
-0,073;5,816;-8,225;1,66;9,574;-2,043;4,342;-2,452;0,664;-1,033;-3,484;8,193;0,752;0,173;0,989;3,173;2,559;6,876;2,866;1,403;-1,064;7,182;-7,686;-4,839;3,501;-0,421;2,164;-7,794;-0,094;2,381;9,618;6,335;-8,314;-6,817;5,442;-2,133;8,889;-8,406;-5,934;-9,119;-4,478;3,342;1,692;-1,965;-0,096;4,595;-5,81;-2,582;4,219;-4,126;-2,429;0,441;8,195;-6,831;1,777;2,864;2,817;-1,671;-2,33;-1,691;3
8,937;-2,033;6,622;7,119;-2,359;-0,705;4,804;1,573;3,495;0,603;-9,77;-8,096;5,907;-1,141;-8,5;9,166;3,773;-0,029;2,037;3,016;-9,572;-0,027;-1,521;0,386;4,621;-0,903;-6,042;-6,295;-1,705;-3,982;2,576;6,055;-4,06;-9,69;2,19;3,41;3,349;-9,431;7,344;-5,766;-7,324;-4,573;4,264;-7,004;0,907;-0,131;6,936;-1,204;1,615;0,846;9,633;-2,008;-5,251;5,559;-6,353;6,418;3,199;7,35;9,396;7,646;2
-9,254;-8,824;7,874;7,281;3,443;6,387;-1,06;-8,04;-3,676;-5,107;1,302;-7,26;0,632;-8,058;3,623;3,288;-2,914;-4,879;0,505;-6,543;3,613;-6,597;-1,252;-8,593;-5,306;4,996;-0,113;8,494;-1,461;-6,727;-6,809;4,601;1,998;-1,679;-3,911;2,762;8,459;4,411;7,989;-2,281;4,243;-9,716;9,526;-9,499;2,923;3,265;-7,863;5,221;-9,179;-5,786;9,822;-1,507;3,641;-0,534;9,109;3,904;5,573;-2,524;-7,393;-9,438;5
9,05;3,545;0,68;9,576;1,471;9,282;-1,572;-9,297;-4,614;8,077;8,146;2,995;-4,923;3,295;6,168;5,341;8,396;7,09;-2,185;-9,017;5,063;-7,86;-9,082;1,357;-0,634;0,794;5,679;7,933;4,422;8,371;1,297;-8,271;8,349;6,003;0,877;5,064;4,996;5,158;3,613;5,69;6,337;7,513;-1,796;-2,887;1,958;8,071;-9,068;2,006;-6,113;7,133;-0,164;-6,01;-2,056;-7,643;-2,974;-0,503;-2,198;-6,819;2,779;4,264;2
-7,18;-3,486;-4,236;8,233;4,27;6,009;1,929;0,238;8,553;-5,31;1,312;-1,012;9,027;5,361;0,218;-6,513;-1,716;7,521;-5,571;0,08;9,397;-5,741;-3,652;9,783;0,102;-4,378;-5,406;-9,262;9,686;-0,158;-0,923;-2,22;-4,82;5,65;-7,905;2,011;-3,553;3,463;0,596;2,285;-4,359;1,273;-5,134;3,854;1,334;-2,061;-0,627;5,468;9,406;6,131;-0,358;4,532;6,462;-2,294;-5,644;5,786;7,039;-3,75;2,646;9,552;4
-3,808;-3,935;9,262;-3,632;4,517;-3,063;8,22;-4,289;-1,037;5,407;-1,592;9,806;-3,1;6,354;7,039;-2,151;5,681;-1,758;-8,711;-9,4;-5,034;-4,83;9,086;6,236;-4,375;-3,13;1,319;4,621;-2,996;3,539;-9,096;5,865;7,678;5,03;-3,29;-4,942;-5,471;5,477;-1,718;0,248;4,291;-7,163;3,8;7,489;2,837;-1,22;-7,711;6,87;-3,669;-3,705;9,714;1,197;9,177;-3,963;-9,626;6,586;1,538;8,235;3,628;8,379;3
7,642;2,072;-4,243;7,411;-0,336;-2,119;6,679;-8,314;-4,404;-2,811;0,186;0,948;9,983;2,149;-3,576;-8,168;5,111;-7,555;-0,855;-0,491;8,061;7,292;-4,483;-4,973;6,19;9,356;6,889;9,257;-1,722;-7,885;6,15;-0,355;8,542;-5,449;-5,357;8,53;3,023;4,54;-4,324;6,148;-0,62;3,659;-8,917;8,317;6,244;1,059;-0,862;0,407;-5,545;-2,659;9,579;6,225;5,453;0,926;1,846;-2,391;8,357;-3,664;2,223;1,195;4
-8,199;5,499;-7,83;-6,187;-7,191;5,51;5,616;-4,432;4,477;1,421;-6,449;-5,049;4,634;-1,97;-6,316;8,331;8,155;-3,348;-0,218;-5,771;4,62;2,764;-1,524;-1,165;-9,647;4,395;3,973;-1,647;7,398;-7,471;-5,498;2,556;7,722;2,621;-3,636;-9,893;4,052;8,008;-9,11;-5,971;-0,311;-0,96;1,205;1,372;-6,493;0,834;1,866;5,004;-6,564;-5,609;2,626;-5,741;-0,625;4,82;-2,063;-0,285;4,085;-6,205;-9,551;-0,527;2
5,592;3,455;7,558;-9,97;-8,466;-6,314;-9,065;4,373;-6,955;5,912;-8,746;4,081;-4,354;6,438;-0,315;5,616;-2,251;3,446;5,634;7,753;8,689;5,154;-2,834;-4,561;0,382;9,647;2,86;8,996;1,521;9,542;9,483;4,074;6,21;0,579;8,011;-3,738;8,128;-9,276;9,74;-8,733;-7,396;8,574;-9,66;3,428;5,279;-0,786;-0,482;-7,563;3,406;-4,09;-4,173;-9,392;6,22;-8,752;-4,461;2,274;6,569;-8,711;-5,256;0,827;4
0,005;-2,143;-6,361;-7,136;-7,701;-3,233;4,381;-5,005;-3,796;-5,061;-0,296;9,425;-5,801;-6,61;0,782;7,02;-3,619;-6,084;-1,034;9,104;5,024;3,184;0,98;8,386;-0,895;-0,954;-6,938;-0,792;-9,373;-5,856;4,622;-1,903;-3,924;-3,858;-7,014;2,747;-7,77;-2,422;-6,871;5,051;6,089;8,189;-8,035;-0,172;-5,252;-8,812;3,144;4,718;-9,094;-8,115;-7,458;6,066;1,75;9,917;4,9;6,574;-8,363;3,266;3,411;-7,346;1
0,55;-5,823;8,028;-9,103;-8,254;-7,163;4,875;-2,345;-8,707;1,733;-1,511;3,143;8,857;7,12;-1,971;-9,44;-6,039;-4,473;1,384;-2,688;6,43;9,4;-9,728;-6,781;6,305;4,654;-5,228;9,431;2,637;9,136;5,347;5,317;-6,67;0,086;2,01;-4,725;9,518;-6,89;-6,252;9,173;3,186;-9,293;-8,408;3,757;-1,761;-0,127;-4,291;4,601;-0,02;5,488;-7,35;1,707;3,53;-8,661;-6,986;3,895;6,387;5,054;-3,718;-6,888;4
5,142;2,424;3,932;8,079;7,969;-0,211;-9,994;-2,882;-8,853;-2,908;8,133;6,555;-2,906;-5,375;-8,509;5,675;-6,974;-6,74;-1,276;-8,039;-5,92;-4,972;1,101;5,684;-2,869;4,615;-6,53;3,275;-6,72;-4,944;3,625;2,882;3,722;8,372;9,537;-7,708;1,28;2,704;-7,95;-3,82;-1,243;6,621;0,471;-3,044;9,821;-1,974;-9,114;5,886;2,177;-3,857;-3,494;2,333;-0,743;-9,947;1,375;8,607;-9,352;-2,512;-2,422;-7,283;1
2,777;0,583;-4,604;6,531;0,092;4,301;0,185;9,836;1,314;3,484;7,427;-4,546;-9,198;-6,482;-5,488;-8,151;8,37;6,461;-7,11;3,039;-9,69;3,351;6,874;-2,695;9,877;-4,229;2,588;-9,573;-9,359;8,745;8,299;-7,349;-4,922;0,955;-9,655;6,61;1,225;-1,893;3,559;-2,306;9,672;-0,754;-6,49;-8,068;-7,651;-4,084;9,465;8,644;1,318;7,895;7,459;2,732;-8,812;3,917;3,212;0,982;5,383;5,701;0,781;-3,904;3
0,185;8,599;-2,828;0,073;-1,621;-9,805;-7,057;-4,475;2,86;7,603;-2,366;9,235;0,768;-6,496;-1,429;-2,877;-4,171;0,329;-8,942;-3,386;6,711;-8,788;1,524;-1,992;-9,03;-0,67;9,302;9,693;0,32;4,902;-9,442;3,728;3,452;5,623;0,282;1,742;7,574;-1,475;0,02;4,713;2,721;-9,971;1,56;5,8;7,764;1,73;-7,911;-1,351;5,168;1,158;-8,603;1,077;9,389;0,841;-8,361;-3,614;-3,19;9,356;-6,41;-2,466;4
-9,817;-0,486;-5,416;-4,806;-3,825;-5,418;4,094;0,947;7,408;-7,706;2,061;-7,598;3,247;-4,54;-5,608;2,092;0,427;-5,467;7,852;-3,556;6,512;-6,226;-9,771;-1,044;6,417;9,243;9,012;5,913;-7,211;-0,542;5,325;-8,504;-4,905;2,133;0,436;2,787;-6,683;-5,641;3,223;5,753;7,701;3,352;8,589;-2,047;1,067;-0,286;-4,288;2,372;-9,585;0,646;1,9;6,721;6,876;3,873;-1,405;-6,312;-3,981;-8,058;-4,271;-1,103;1
-7,307;0,183;6,023;4,36;-4,94;-5,601;-6,75;5,357;-5,766;-4,126;7,428;-4,107;-0,104;-8,626;-3,933;-1,517;-6,916;7,777;-5,111;0,053;-1,426;2,092;0,94;9,148;-6,884;1,129;-7,595;2,783;8,669;-9,24;5,603;-0,112;4,004;3,694;-3,128;-7,115;5,686;3,57;-8,953;-4,491;-9,151;3,241;6,697;8,391;-1,688;1,24;-8,926;-8,048;-5,213;-8,871;-5,555;4,041;1,431;-0,859;-5,796;-7,148;5,48;-2,729;7,301;-7,844;4
-7,685;-2,501;5,184;2,511;1,416;-1,422;3,879;2,722;-1,012;0,766;1,184;-9,458;0,149;-0,227;-9,429;0,136;-7,075;-4,46;5,709;-8,345;-0,473;-7,633;6,239;-4,794;-8,059;3,968;-6,092;-9,646;-3,393;9,269;-3,556;-6,704;-3,625;9,33;3,012;-7,596;8,841;-7,783;8,623;-2,674;-5,257;-0,844;3,252;-5,315;1,307;-8,219;-6,398;-9,769;4,761;4,107;3,652;2,809;4,014;9,057;-3,662;2,431;9,679;5,481;-3,258;7,275;5
-2,985;2,683;0,131;2,171;3,954;9,397;-2,076;9,32;-2,549;9,143;-5,807;-9,224;-7,461;1,423;2,86;-4,644;1,124;9,394;-8,111;-9,08;-3,62;2,581;0,632;1,437;-9,355;-8,351;-0,114;-1,303;5,494;-6,837;-8,322;-0,448;-5,257;3,672;3,763;5,504;-1,163;-6,711;2,148;-3,797;-5,388;-9,44;5,796;-9,324;-3,827;-0,04;-3,971;9,842;-7,312;8,522;-7,62;-5,968;-2,849;3,514;-9,182;-8,407;2,549;-8,495;1,667;5,714;5
-1,238;-9,205;-6,075;-2,91;7,619;8,555;2,249;-2,411;5,872;3,679;7,143;1,038;-0,683;-3,819;-8,502;-0,979;0,284;1,945;-6,627;-7,975;-3,338;-9,918;5,102;-4,327;6,796;-5,48;-8,103;0,498;9,621;-8,071;7,434;8,177;-0,369;7,897;4,169;-2,617;8,713;0,703;-3,816;3,777;2,277;-8,18;-9,883;8,138;-9,807;-9,382;2,883;1,594;9,079;-6,255;8,501;-3,134;-6,199;-5,808;6,79;-9,034;5,187;-3,416;2,885;2,222;2
7,643;-9,773;-3,739;-3,214;2,358;-8,867;-9,588;0,761;-5,492;-4,157;5,401;0,975;0,036;3,337;-9,232;-6,55;-1,133;-0,72;-7,482;-8,793;-7,14;-7,256;8,685;9,921;7,117;6,288;7,557;3,105;9,882;8,152;-9,618;-7,578;-2,894;5,213;-3,052;6,212;1,076;4,056;8,287;4,692;4,955;-2,064;-4,947;-4,505;4,374;-9,97;-6,056;-7,036;2,646;4,162;-8,871;-0,79;7,371;0,719;9,788;2,695;7,228;2,408;-0,347;4,638;1
8,434;2,45;-8,723;-3,506;0,007;4,525;3,854;-8,014;0,656;-2,602;-6,498;-2,228;6,999;-5,096;6,572;-3,094;-3,508;-8,91;-1,422;-1,036;5,966;5,716;-2,045;-9,959;-9,953;8,596;-4,443;7,819;1,147;-5,268;2,512;-8,051;5,954;-6,54;0,48;-0,329;3,174;6,142;-5,39;8,692;-3,635;8,126;-5,411;-6,757;9,482;7,986;5,794;-5,954;-8,897;-2,734;1,042;2,729;2,853;-8,832;0,697;-9,361;7,036;9,044;-5,495;7,925;5
8,068;9,015;0,435;4,559;-1,313;-2,241;-9,88;6,241;4,648;-2,693;-2,1;-3,218;8,742;-5,163;-3,561;1,578;3,361;3,02;6,079;-9,16;-1,974;-1,292;-1,596;-9,393;4,912;-2,23;-7,27;-1,252;-7,704;-9,16;-2,458;4,898;-7,427;2,297;-4,464;6,984;7,864;-0,456;2,479;5,423;0,861;7,056;4,448;-3,739;-2,749;-1,271;-0,564;2,609;4,181;-2,569;9,357;-0,088;7,6;4,949;9,96;-2,004;2,787;-2,313;-5,04;-2,884;1
-8,479;6,479;5,139;0,861;3,685;-4,989;-6,432;-8,395;-0,756;-9,771;-9,622;8,614;9,398;-2,329;-1,306;1,675;8,742;-8,642;-4,62;8,496;7,648;-9,465;-6,144;5,961;8,098;0,051;8,96;1,538;-5,993;-5,823;3,015;6,372;2,999;-7,757;1,032;-2,135;-4,681;5,827;1,254;6,924;5,344;9,036;2,783;-1,929;-7,221;7,098;-2,687;-2,252;-7,023;7,493;7,988;-1,955;5,882;5,659;3,864;-6,442;-4,041;9,705;9,757;-3,287;2
-1,057;-0,423;-9,631;-9,706;-7,183;1,344;0,881;-5,784;0,133;9,053;-1,583;9,519;1,674;8,46;-5,022;-8,727;-0,564;0,463;1,156;-8,357;-1,019;-1,435;-9,796;-8,681;7,112;4,359;-8,648;-8,438;-8,481;8,85;3,142;-2,096;5,584;4,081;0,571;9,27;2,622;9,112;-2,231;1,076;4,374;-3,025;-7,533;-1,428;-8,311;0,261;-1,366;-8,647;-6,242;-2,222;-6,789;-8,789;6,774;-9,406;6,926;-5,714;2,868;-6,28;-1,899;6,581;2
5,435;-5,924;-7,049;2,148;7,284;-1,583;-5,242;-4,196;-2,771;4,789;5,047;-1,218;9,163;-9,924;1,011;0,262;-2,398;-2,422;-7,586;-9,051;-1,62;6,162;3,057;-2,844;-7,475;9,769;5,389;-9,353;7,356;3,512;9,108;3,412;5,181;-3,809;-1,795;9,662;-6,249;5,666;-4,897;2,231;5,698;-5,431;0,934;-7,615;4,912;-9,627;-0,644;-0,912;2,653;2,691;-7,115;1,838;0,571;-7,769;7,255;1,741;-4,982;2,783;8,956;-5,49;4
-7,649;5,414;1,768;6,109;-3,473;8,715;-5,154;5,633;3,067;-2,31;-3,655;-7,888;1,61;-4,979;8,803;4,113;6,693;4,649;0,486;-3,313;2,245;-8,048;1,095;5,305;8,621;3,509;-8,24;-8,885;-3,815;-6,251;5,581;-6,309;5,532;8,906;5,577;-4,618;1,526;7,858;8,523;7,073;1,163;-3,625;-0,447;1,043;-3,411;-1,091;9,704;-1,594;-5,93;-4,205;-6,065;4,17;4,206;1,285;-2,107;3,518;0,977;-1,566;4,046;3,051;1
-2,637;-9,453;-9,812;-9,322;7,809;-4,446;-4,854;3,117;-6,548;-0,074;8,835;-2,275;-4,722;-9,148;-6,427;6,963;-3,244;-8,415;6,294;5,574;-4,103;-4,914;-1,556;-2,207;-7,751;-2,254;-2,256;-9,007;-6,53;-4,288;7,389;-2,136;-0,481;-1,102;3,253;-9,357;-0,333;4,382;-5,258;-8,109;9,788;-9,823;7,187;-4,856;-0,947;2,043;6,933;-0,608;7,593;-1,346;-1,841;7,701;-3,028;8,446;2,624;1,907;3,25;1,308;-8,089;5,128;3
-8,701;7,144;-6,117;-4,762;-8,358;8,206;2,544;8,364;0,373;8,991;-6,104;9,081;-9,389;-9,606;-3,237;1,585;1,967;5,665;1,882;2,303;9,966;-9,095;7,253;6,077;-0,263;5,056;-1,187;1,17;1,559;-9,978;-2,57;-4,265;-3,86;6,009;-9,447;-5,579;-8,995;0,165;-8,051;4,944;0,632;4,732;-0,2;-8,184;8,252;8,154;3,446;7,679;-8,332;2,686;-3,61;0,726;-5,271;6,573;5,569;-0,56;-1,019;6,915;9,891;4,895;5
